Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
467	1	-15810.3	-15822.5	12.1975	0.105065	0.117196	0.0911441	0.107005	0.102394	0.0799947	0.139765	0.0904214	0.108143	0.169238	0.0752991	0.0968933	0.100614	0.0739619	0.106669	0.152737	0.132528	0.113703	0.114728	0.0754662	0.0839699	0.0870648	0.189664	0.0482	0.0318932	0.0562641	0.0375453	0.00566939	0.0213103	0.0288358	0.0258382	0.0616796	0.0385157	0.0482158	0.0228463	0.0474807	0.0204729	0.0837813	0.0515703	0.0362185	0.0400896	0.0357143	0.0133568	3.269162
468	0	-15804.2	-15816.6	12.3713	0.121162	0.109099	0.0962776	0.100348	0.132763	0.0713511	0.12489	0.091898	0.09136	0.16629	0.0761635	0.085364	0.109528	0.0837534	0.129232	0.131379	0.127774	0.102647	0.126459	0.0972344	0.0729164	0.0896503	0.158593	0.0301306	0.0227956	0.03343	0.0517756	0.0414346	0.0119665	0.0233688	0.0586639	0.0425903	0.046339	0.0658777	0.0403096	0.0637355	0.0204902	0.0356734	0.030929	0.0386073	0.0347223	0.0298843	0.0329174	3.251776
469	1	-15807.6	-15820.3	12.6183	0.120078	0.129686	0.0882402	0.0988174	0.119853	0.0739731	0.117215	0.0864881	0.0921166	0.184632	0.0920061	0.0922927	0.108755	0.0944552	0.082545	0.119885	0.120186	0.115267	0.123246	0.0889567	0.10166	0.0753615	0.149759	0.0393497	0.025575	0.0534714	0.0208577	0.0243384	0.0222115	0.0288081	0.0362687	0.0847982	0.0483182	0.0433611	0.0197111	0.0614586	0.0279909	0.0346135	0.0436433	0.0338121	0.0378738	0.0427888	0.0223479	3.227073
470	0	-15806.8	-15819.5	12.614	0.156076	0.0922805	0.0908266	0.10404	0.113666	0.0919793	0.127226	0.0638551	0.0901465	0.188918	0.0725705	0.0896116	0.12424	0.0892281	0.107556	0.116308	0.122142	0.12216	0.140648	0.0738394	0.0911447	0.0879286	0.162338	0.0329594	0.0266947	0.0281158	0.0407271	0.0323306	0.00812523	0.0142826	0.049152	0.0430428	0.0213779	0.0685001	0.0244664	0.0803672	0.0162186	0.0383362	0.030929	0.0409128	0.0525971	0.0267303	0.0329174	3.227512
471	1	-15807.9	-15820.7	12.818	0.106412	0.123015	0.0937204	0.0994233	0.0992258	0.0865341	0.13327	0.074895	0.0876155	0.151357	0.0843054	0.076083	0.121095	0.0891454	0.12101	0.13165	0.120186	0.107677	0.123246	0.0762435	0.09035	0.071151	0.175575	0.0330666	0.0386014	0.0569835	0.0456871	0.0220855	0.0222575	0.0459591	0.0274128	0.0807059	0.0525543	0.0382725	0.0240936	0.0359004	0.0491076	0.0418706	0.0401578	0.0161487	0.038139	0.0184003	0.0365213	3.207108
472	0	-15803	-15816.3	13.2771	0.119602	0.0865544	0.0893279	0.0958994	0.0970362	0.0813896	0.13803	0.072916	0.0860618	0.191025	0.0800699	0.0889048	0.0868444	0.11193	0.121125	0.108327	0.124301	0.11329	0.130604	0.0779663	0.0929013	0.0912341	0.167743	0.0249052	0.023065	0.028876	0.0499082	0.0451933	0.0172734	0.0138387	0.0547028	0.0390028	0.0408256	0.0526294	0.0231692	0.0854247	0.0216072	0.0188696	0.039894	0.0263125	0.051021	0.0266115	0.0249814	3.161194
473	1	-15807.3	-15820.4	13.0513	0.132516	0.120154	0.119844	0.13186	0.1178	0.0693968	0.111681	0.0720547	0.089796	0.171216	0.0614473	0.0973155	0.094315	0.0986174	0.108311	0.115708	0.0988288	0.116977	0.1346	0.0702223	0.0770629	0.097797	0.158505	0.0386273	0.0317733	0.0515551	0.0462178	0.028133	0.0229633	0.0333613	0.0320208	0.0780895	0.048528	0.033748	0.0275382	0.0507614	0.0227832	0.0317025	0.0481263	0.0238161	0.0308299	0.0228379	0.0143375	3.183775
474	0	-15813.2	-15826.1	12.9167	0.154623	0.086692	0.0915462	0.107675	0.11425	0.0882143	0.119616	0.079036	0.101956	0.174061	0.0519987	0.0807074	0.0773589	0.121476	0.0929797	0.108443	0.138368	0.103125	0.0984791	0.0718981	0.0991955	0.0954663	0.148979	0.0463099	0.0313769	0.032626	0.0491757	0.0539317	0.0154795	0.0171142	0.0530363	0.0450836	0.0408256	0.0532085	0.02805	0.0854247	0.0243937	0.0304401	0.0397569	0.0352309	0.056402	0.0346693	0.018557	3.197236
475	1	-15814.2	-15826.3	12.0995	0.144001	0.0929922	0.0858316	0.120124	0.12815	0.0592996	0.139738	0.0837895	0.119712	0.156099	0.0938166	0.0739421	0.105903	0.0900678	0.108425	0.112831	0.127829	0.119978	0.123815	0.0792469	0.0959224	0.0904035	0.185643	0.0260462	0.0188486	0.039955	0.0267097	0.0311093	0.0389021	0.0394032	0.0279962	0.0768517	0.0468976	0.0599964	0.0148739	0.030879	0.0356928	0.0571593	0.0532824	0.0305736	0.0439185	0.0293232	0.0129771	3.278957
476	0	-15811.4	-15823.1	11.6397	0.135434	0.0792146	0.0872041	0.111737	0.120953	0.0714166	0.139744	0.0859067	0.0993164	0.159952	0.0920038	0.103282	0.109108	0.111112	0.103298	0.1063	0.11313	0.108029	0.111099	0.0673908	0.0904914	0.068755	0.192666	0.0369434	0.028158	0.0444105	0.0572334	0.0402573	0.0257092	0.0281103	0.0692656	0.0482696	0.0319757	0.0723753	0.0350475	0.0993142	0.0205876	0.0480754	0.0276625	0.0375519	0.047234	0.0242173	0.0349957	3.324939
477	1	-15805.1	-15817.9	12.796	0.124445	0.0823502	0.112622	0.0991081	0.136212	0.0880788	0.112576	0.0784452	0.100667	0.151471	0.0809335	0.0782179	0.109445	0.079053	0.109272	0.133566	0.105339	0.118459	0.131802	0.0591689	0.0717042	0.0956614	0.173448	0.0253707	0.0338506	0.0516245	0.0429731	0.0218846	0.0239952	0.0264881	0.0313497	0.0697952	0.0565029	0.0341194	0.0239319	0.0674477	0.031817	0.0601544	0.0461745	0.0282917	0.0439185	0.0253132	0.0322596	3.209307
478	0	-15809.6	-15822.9	13.3086	0.12619	0.103327	0.104055	0.110535	0.103499	0.0613851	0.0989785	0.0726526	0.0994143	0.204667	0.0848505	0.0636113	0.0952082	0.108813	0.116886	0.110634	0.124678	0.110928	0.117191	0.0886698	0.0843036	0.0814138	0.175787	0.0191157	0.0180996	0.028996	0.0645186	0.0372238	0.0205253	0.0275365	0.0505274	0.0570089	0.0286546	0.0457662	0.0173587	0.0858564	0.0262118	0.0257661	0.028544	0.0411804	0.0444072	0.0162131	0.0268555	3.158045
479	1	-15807.5	-15820	12.4643	0.10968	0.100587	0.102239	0.105652	0.117481	0.0750976	0.144622	0.0611557	0.0937794	0.175475	0.0731808	0.10415	0.109813	0.0964753	0.0986472	0.161033	0.146532	0.107027	0.110728	0.0814069	0.0941148	0.0868572	0.156631	0.0268196	0.0295958	0.0452313	0.0389053	0.0157561	0.0194535	0.0432018	0.0344096	0.07356	0.0342986	0.0577064	0.0351676	0.0556307	0.0384962	0.0508484	0.0399424	0.0152631	0.0409232	0.0194522	0.0154513	3.242478
480	0	-15803.5	-15815.9	12.3295	0.145827	0.0905333	0.101416	0.0906675	0.115242	0.0722567	0.102487	0.0722042	0.10945	0.177514	0.0757116	0.0919443	0.09252	0.113105	0.10404	0.116089	0.123725	0.102637	0.122473	0.0751407	0.080283	0.096887	0.171314	0.0251026	0.0330937	0.0418885	0.08251	0.0511047	0.0198482	0.0329023	0.0542629	0.0462789	0.0256184	0.0554283	0.0254629	0.0887688	0.0279543	0.0296196	0.0306485	0.0391392	0.0418376	0.0220069	0.0390184	3.255962
481	1	-15802.6	-15815.1	12.4829	0.113954	0.0928379	0.094801	0.0885427	0.103742	0.0740967	0.140082	0.0668129	0.102521	0.171448	0.0901558	0.0932453	0.0998055	0.103038	0.11073	0.134638	0.130507	0.116193	0.121377	0.0643028	0.0914682	0.0913708	0.19062	0.0298985	0.0270502	0.0564876	0.0336567	0.0158126	0.0215724	0.0302572	0.0339883	0.0799447	0.0354674	0.0410589	0.0253145	0.0782387	0.0352614	0.044994	0.0433064	0.0132006	0.0581022	0.0338654	0.0168482	3.240616
482	0	-15812.3	-15825	12.7518	0.133407	0.0872233	0.101721	0.0796155	0.118427	0.0689321	0.100774	0.0842554	0.076965	0.172196	0.0619339	0.0987728	0.0977906	0.109357	0.125021	0.129444	0.112821	0.121814	0.118291	0.0777434	0.0789617	0.102128	0.15896	0.0160401	0.0362079	0.0414691	0.0731421	0.0516566	0.0234509	0.0186676	0.0569843	0.0437747	0.0384601	0.0690991	0.038048	0.0900749	0.0284551	0.0296196	0.018545	0.0338961	0.0465673	0.02019	0.0228246	3.213727
483	1	-15798.9	-15811.6	12.7119	0.1277	0.0921424	0.114109	0.113673	0.126075	0.0845591	0.125284	0.0807998	0.0980543	0.160847	0.0655583	0.0749554	0.0939535	0.107849	0.0981571	0.144419	0.136209	0.118337	0.128549	0.0597314	0.0914682	0.0839518	0.149839	0.0316023	0.0435559	0.0518521	0.0399692	0.0201971	0.0341127	0.0330739	0.0481747	0.0666928	0.0365485	0.0313503	0.0301816	0.0519813	0.0186453	0.0446418	0.0648387	0.0143791	0.0393445	0.023507	0.0168482	3.217719
484	0	-15807	-15819.2	12.2949	0.134419	0.101258	0.107625	0.0778404	0.128208	0.0802725	0.129978	0.0771246	0.13222	0.170902	0.0746657	0.0948482	0.105425	0.0904488	0.0990266	0.0951519	0.133374	0.103587	0.122066	0.082902	0.098027	0.0826402	0.161226	0.0364576	0.0307713	0.0297794	0.0447267	0.028823	0.0135819	0.0299311	0.0693378	0.033366	0.0268891	0.0548578	0.0257253	0.0851776	0.0329098	0.0396643	0.0352777	0.037939	0.0460086	0.0304649	0.0444901	3.259416
485	1	-15800.1	-15813	12.8996	0.114194	0.0920244	0.0999894	0.102652	0.118148	0.0758589	0.110601	0.0962978	0.0819845	0.163156	0.081057	0.108692	0.104628	0.102835	0.100671	0.139506	0.115607	0.109215	0.137441	0.0776172	0.0774804	0.0768641	0.174674	0.0283287	0.0311235	0.0539574	0.0340247	0.0244782	0.0304873	0.0249155	0.0309588	0.0875539	0.0318964	0.0360845	0.0287331	0.0630213	0.0264205	0.0481202	0.0453368	0.0244814	0.0489777	0.0158006	0.0230526	3.198947
486	0	-15807.2	-15819.5	12.2487	0.131269	0.0795313	0.084989	0.0918271	0.12463	0.0777404	0.12401	0.0919456	0.0928159	0.165058	0.0834813	0.0815494	0.107576	0.079333	0.129406	0.117467	0.135344	0.112281	0.12622	0.0894396	0.100563	0.0827917	0.175207	0.0226366	0.0307713	0.0301095	0.0559845	0.0249194	0.0114806	0.032659	0.055352	0.0608985	0.0531991	0.0543101	0.0245352	0.069865	0.0206298	0.0482582	0.0446697	0.0315617	0.0435684	0.0294981	0.0346577	3.264039
487	1	-15808.7	-15821.3	12.6849	0.111614	0.107539	0.093273	0.127214	0.100087	0.0932694	0.126827	0.0791025	0.0959871	0.157455	0.0842196	0.0867431	0.112265	0.125716	0.108755	0.155017	0.11861	0.0943424	0.104423	0.0706551	0.0967833	0.0952322	0.1523	0.0396434	0.0463719	0.0381736	0.0239042	0.0124807	0.0301873	0.0412146	0.0299371	0.0738775	0.0437703	0.0236478	0.0199595	0.0453511	0.0223632	0.0529858	0.0539397	0.0188037	0.06041	0.0242008	0.0217684	3.220421
488	0	-15798.3	-15811.7	13.3604	0.137978	0.100715	0.0958552	0.101096	0.0950031	0.100328	0.120376	0.0711975	0.0928159	0.163835	0.0766779	0.0850128	0.0906844	0.0814209	0.12554	0.130452	0.113929	0.107603	0.117254	0.0869708	0.100686	0.0879748	0.166024	0.03024	0.0292478	0.0192427	0.0445649	0.0329802	0.0209828	0.0202813	0.0427083	0.042891	0.0236242	0.0579776	0.0313275	0.0940094	0.0248686	0.028685	0.0221156	0.0404669	0.0435684	0.0310956	0.0225623	3.152866
489	1	-15809.3	-15821.7	12.4112	0.121146	0.0987302	0.103363	0.0961362	0.103246	0.0902491	0.143431	0.0796163	0.112538	0.172736	0.107137	0.0943264	0.087006	0.0683131	0.116531	0.12691	0.142602	0.0962273	0.129557	0.0984586	0.1095	0.0792379	0.153005	0.0396434	0.0387416	0.034893	0.0245918	0.0257248	0.0248571	0.0385483	0.0324615	0.0955274	0.0273317	0.0336541	0.0190531	0.0570639	0.02235	0.0551411	0.0496836	0.0191432	0.0366315	0.0184963	0.0242463	3.247784
490	0	-15807.3	-15819.4	12.0869	0.142082	0.10862	0.109102	0.0830874	0.107231	0.100585	0.126431	0.09324	0.0870843	0.164215	0.067561	0.0900109	0.102098	0.108915	0.107123	0.11627	0.129745	0.114367	0.141551	0.059476	0.092444	0.0887189	0.178832	0.0266174	0.0256652	0.0414481	0.0415863	0.0488711	0.0221984	0.0165792	0.0712866	0.036423	0.0325958	0.0508945	0.0321827	0.0715815	0.0244672	0.0472154	0.032565	0.0371509	0.0335655	0.0230074	0.0455247	3.280216
491	1	-15808.8	-15821.3	12.463	0.144697	0.0951906	0.114354	0.0927275	0.125055	0.0735396	0.119184	0.0946308	0.0806164	0.163925	0.0814708	0.069083	0.105834	0.0936543	0.108607	0.123044	0.130916	0.112877	0.143595	0.0763147	0.0898592	0.066929	0.176712	0.0534759	0.0394723	0.0528339	0.0264028	0.0305806	0.0210825	0.0384823	0.0214914	0.071877	0.0384487	0.049355	0.02546	0.0534036	0.0301629	0.0450234	0.0342517	0.0264726	0.0360455	0.0359928	0.0294743	3.242607
492	0	-15813	-15826.3	13.2656	0.143088	0.078266	0.0897671	0.0830874	0.119527	0.0750193	0.134265	0.0788463	0.0760786	0.175033	0.0778057	0.0803226	0.100701	0.110284	0.127026	0.106764	0.123366	0.125163	0.101372	0.0820496	0.0980116	0.0851424	0.13072	0.0390207	0.0336171	0.0177714	0.0347609	0.0255539	0.0146519	0.0142528	0.0590899	0.0574582	0.0387589	0.0696391	0.0377103	0.0692304	0.0295458	0.0472154	0.0423975	0.0420085	0.040379	0.021621	0.0259575	3.162346
493	1	-15804.2	-15816.9	12.689	0.132766	0.0949076	0.12833	0.0920305	0.101271	0.0814124	0.145791	0.103566	0.0877558	0.159596	0.097941	0.0919015	0.0959196	0.084714	0.109949	0.125516	0.1253	0.138232	0.107086	0.0721783	0.096991	0.0795389	0.173672	0.0279275	0.0206189	0.0436416	0.0391764	0.0210494	0.0290877	0.0215061	0.0313743	0.0745609	0.0386638	0.0305911	0.0237358	0.0446667	0.0275268	0.0509337	0.0541171	0.0176285	0.0442136	0.0310081	0.0216156	3.220008
494	0	-15814.9	-15827.1	12.2958	0.139605	0.0940699	0.119517	0.105854	0.12212	0.081068	0.143414	0.0741017	0.0982338	0.188039	0.0915043	0.0864292	0.136391	0.0906428	0.106304	0.0834921	0.133964	0.102301	0.14065	0.0694639	0.100543	0.07916	0.161975	0.0216611	0.0252884	0.0227142	0.0352565	0.0299332	0.0148269	0.0204403	0.0491959	0.0579357	0.0327887	0.0473129	0.0258021	0.0791357	0.02663	0.0397953	0.0270236	0.0381725	0.0454319	0.035513	0.0356288	3.259331
495	1	-15803.8	-15816.4	12.6752	0.124478	0.103783	0.100007	0.107934	0.128889	0.101614	0.135211	0.0682427	0.100713	0.163018	0.0852859	0.0633086	0.0890791	0.0932001	0.0947639	0.124075	0.115501	0.11381	0.101404	0.0836064	0.103742	0.0929645	0.176361	0.0417463	0.0254737	0.0421215	0.0269277	0.0274515	0.0216495	0.0367314	0.0324457	0.0999677	0.0330841	0.033983	0.0364751	0.0473881	0.0185267	0.0583771	0.0523373	0.01727	0.0449769	0.0413363	0.0121308	3.22139
496	0	-15803.6	-15816.8	13.1585	0.134053	0.0898763	0.105076	0.10265	0.110912	0.081068	0.125911	0.0483302	0.0982338	0.16306	0.0642864	0.0834074	0.103139	0.0945222	0.114635	0.110771	0.141504	0.109595	0.121697	0.0803009	0.0875119	0.0845013	0.165002	0.0221063	0.0262399	0.0303988	0.0599708	0.0398698	0.0113751	0.0288373	0.0575833	0.042275	0.0315217	0.0606726	0.0218441	0.0938357	0.0309292	0.0301824	0.0266554	0.0342617	0.0602312	0.021745	0.0224814	3.173062
497	1	-15805.2	-15817.1	11.8728	0.134092	0.102406	0.116568	0.125539	0.129187	0.0755239	0.127119	0.0849545	0.10037	0.170436	0.0757157	0.0725122	0.0821482	0.091224	0.115052	0.113221	0.134033	0.106913	0.10913	0.0994407	0.0989371	0.0988854	0.1838	0.0326082	0.0242238	0.0336305	0.0432962	0.0213415	0.0214686	0.0315677	0.040407	0.08728	0.0462166	0.029934	0.0263612	0.0513464	0.041685	0.0578167	0.0611827	0.0214254	0.0457925	0.0211785	0.0156605	3.301631
498	0	-15805.6	-15818.4	12.8278	0.134053	0.0885856	0.0909673	0.0881382	0.0819824	0.0847184	0.114727	0.0736908	0.10624	0.176652	0.0876768	0.0802947	0.100928	0.0967987	0.111935	0.107521	0.128349	0.135157	0.130454	0.0877497	0.085787	0.0926514	0.149448	0.0407467	0.0368627	0.0377816	0.047683	0.033339	0.00931315	0.0247306	0.0676812	0.054741	0.0326177	0.0563277	0.032571	0.0840946	0.0111818	0.0267421	0.037457	0.0396816	0.0378548	0.0243622	0.0358491	3.206124
499	1	-15808.8	-15821.2	12.4671	0.161784	0.123634	0.111401	0.101069	0.116433	0.0928203	0.132977	0.0712301	0.0906117	0.165919	0.0827908	0.0842086	0.0894586	0.0824864	0.110241	0.118076	0.125871	0.110453	0.121125	0.0896668	0.0899949	0.0755232	0.138933	0.0379322	0.0249796	0.0690283	0.0421378	0.0205974	0.0260527	0.0183108	0.0411602	0.0962817	0.0446059	0.0348934	0.0344798	0.042251	0.0320411	0.0455447	0.0586978	0.0133827	0.0344583	0.0165008	0.0221488	3.242195
500	0	-15804.9	-15818.3	13.3281	0.133233	0.0793924	0.107511	0.0874245	0.0863216	0.0751782	0.133229	0.0805988	0.0978452	0.167226	0.0876768	0.0711879	0.100585	0.109815	0.0975297	0.128929	0.136963	0.103636	0.10221	0.0739525	0.0808981	0.0963318	0.164342	0.0419806	0.020923	0.025878	0.0538324	0.0410132	0.0181683	0.0219489	0.0431513	0.0484525	0.0323147	0.0633191	0.0309721	0.0691468	0.0186102	0.0253043	0.0323528	0.0498105	0.053345	0.0313122	0.0322468	3.156099
501	1	-15803.6	-15816	12.391	0.142845	0.0956004	0.0918818	0.104762	0.0968004	0.100529	0.112472	0.0861793	0.1007	0.191492	0.0855528	0.0761278	0.111311	0.101409	0.102421	0.118076	0.120829	0.109119	0.111833	0.082127	0.0915103	0.0893881	0.156703	0.0409267	0.0392039	0.0464388	0.0188808	0.016326	0.0263567	0.0310657	0.0364621	0.0699972	0.0360012	0.0427307	0.05363	0.063989	0.0257835	0.066979	0.050409	0.0179224	0.0519698	0.0147957	0.0202738	3.24981
502	0	-15804	-15816.7	12.7345	0.160933	0.113013	0.116369	0.0895718	0.117833	0.0850322	0.136823	0.0872836	0.0860023	0.163118	0.0753892	0.0740826	0.0963883	0.101163	0.101443	0.110226	0.124427	0.108531	0.116412	0.0803176	0.0750451	0.0740859	0.164342	0.0357125	0.0208554	0.025878	0.0591914	0.0483515	0.0262327	0.0234925	0.0596845	0.0369417	0.0224335	0.0654259	0.0179612	0.0878766	0.00751034	0.0266595	0.0302243	0.0349423	0.0536423	0.0273567	0.0472508	3.215454
503	1	-15796.5	-15809.7	13.2025	0.117907	0.10125	0.0934793	0.0868307	0.106061	0.0841912	0.116577	0.0856799	0.0993299	0.147822	0.0803349	0.0839336	0.112617	0.0924289	0.129427	0.124983	0.132963	0.0986864	0.125017	0.0722733	0.105069	0.0888741	0.170857	0.0297961	0.0414813	0.0518275	0.0314673	0.0282468	0.0276226	0.0315176	0.0288695	0.0698781	0.0339648	0.0232577	0.026411	0.0496083	0.0359071	0.0418296	0.0445219	0.0215116	0.0468521	0.0234174	0.0240742	3.168654
504	0	-15811.6	-15823.9	12.2269	0.134438	0.0993404	0.102764	0.100314	0.129299	0.0863664	0.128001	0.0845468	0.117728	0.172092	0.0776174	0.0733233	0.0881101	0.106129	0.122103	0.0919574	0.120654	0.110907	0.124955	0.0808571	0.0905974	0.114229	0.164342	0.0242283	0.0297668	0.0220602	0.028943	0.0394864	0.0321123	0.0317255	0.0663923	0.0610803	0.0167738	0.0616184	0.021664	0.0944504	0.0140842	0.023091	0.0404076	0.0401051	0.051092	0.0275526	0.0189068	3.266214
505	1	-15804.2	-15817.5	13.2431	0.104242	0.105172	0.0998746	0.100233	0.123189	0.0823134	0.129198	0.0663975	0.118123	0.162315	0.0691705	0.0631083	0.0865704	0.0880697	0.118381	0.144754	0.132963	0.105378	0.11422	0.0770577	0.0775979	0.0967994	0.145715	0.0232961	0.0411526	0.0431753	0.030814	0.0334401	0.023777	0.0315176	0.029845	0.0719815	0.0293758	0.047939	0.0248016	0.0518952	0.0168283	0.0545763	0.0707432	0.0237928	0.0468521	0.0247487	0.033199	3.164594
506	0	-15809.8	-15823.5	13.6743	0.155958	0.105909	0.0838446	0.0788481	0.103403	0.069965	0.119317	0.0762009	0.0760939	0.143849	0.0776174	0.0770777	0.0927311	0.103462	0.107624	0.110638	0.139485	0.102249	0.0956758	0.0777226	0.0839519	0.0900736	0.154608	0.043663	0.0210779	0.0385147	0.0543671	0.0525268	0.0122267	0.0248945	0.0471656	0.0546898	0.0243729	0.05897	0.0263516	0.096641	0.0164258	0.0360902	0.0464374	0.030766	0.0562916	0.0196351	0.0340666	3.121477
507	1	-15806.4	-15820	13.634	0.14407	0.090256	0.0831928	0.11124	0.0897279	0.0740945	0.131144	0.0739725	0.0844393	0.161888	0.0881861	0.0885924	0.0875118	0.103886	0.118381	0.115536	0.118349	0.0995737	0.134004	0.0747473	0.0800197	0.0865554	0.173676	0.046981	0.0280603	0.0373271	0.022586	0.0305006	0.0275775	0.0357367	0.0489053	0.0963213	0.0332661	0.0359221	0.0191825	0.0471419	0.0235963	0.0333834	0.0358695	0.0264968	0.0433904	0.0195767	0.0206404	3.125505
508	0	-15807.2	-15819.8	12.5771	0.148951	0.0894773	0.0803609	0.0952561	0.128468	0.101839	0.117999	0.0725023	0.105078	0.148618	0.0639555	0.0895224	0.088043	0.0820737	0.125473	0.123162	0.11594	0.124578	0.105815	0.0708328	0.115891	0.0741326	0.190163	0.0430581	0.0216936	0.0229666	0.0386332	0.046672	0.0223532	0.0248248	0.0468331	0.0622853	0.0286838	0.0578301	0.0300995	0.0926458	0.0192438	0.0371002	0.0264982	0.0379178	0.0480521	0.0251184	0.0405582	3.231199
509	1	-15801.6	-15814	12.4559	0.105231	0.105496	0.109799	0.0943918	0.116848	0.070472	0.151444	0.0709267	0.096708	0.192337	0.0813722	0.0850207	0.105689	0.0811135	0.104598	0.126603	0.134652	0.114572	0.115515	0.0864919	0.0898287	0.0849993	0.198117	0.0277306	0.0275303	0.0332968	0.0473587	0.0253436	0.0281005	0.0363611	0.0383035	0.0791556	0.0247185	0.039385	0.0251244	0.0446771	0.03307	0.0466258	0.0415947	0.0218947	0.0520588	0.0266306	0.0221364	3.243322
510	0	-15803.2	-15816.3	13.1398	0.116813	0.109829	0.0987288	0.103337	0.105971	0.0829624	0.136742	0.0755001	0.098551	0.159612	0.0604291	0.0852094	0.0794804	0.0848029	0.126016	0.101006	0.140726	0.0966924	0.119499	0.0865998	0.0946943	0.0880501	0.170069	0.0387445	0.0218609	0.038488	0.0533783	0.0433937	0.0168258	0.0202	0.0482484	0.0536658	0.0246771	0.061068	0.0268596	0.0981409	0.0122043	0.0371002	0.0347511	0.0261206	0.0421084	0.0337072	0.0220621	3.174925
511	1	-15810.1	-15822.2	12.058	0.135182	0.0847143	0.096332	0.0934125	0.114282	0.0972546	0.113316	0.0741078	0.113642	0.162673	0.075645	0.0904326	0.0825502	0.0951088	0.142368	0.131153	0.122422	0.125164	0.11896	0.0821872	0.106995	0.0777171	0.191348	0.0216469	0.0482367	0.0594779	0.0223039	0.0142944	0.0414807	0.0284551	0.0383185	0.0760756	0.0527168	0.0228684	0.0477801	0.0461516	0.0230529	0.0495219	0.0470369	0.0254404	0.054163	0.0197837	0.0173308	3.283105
512	0	-15802.4	-15815.6	13.1675	0.141444	0.101441	0.107669	0.0811092	0.107189	0.0820884	0.129344	0.0816489	0.0978839	0.164666	0.0678036	0.079621	0.100334	0.0826013	0.104191	0.11699	0.109372	0.0973076	0.114982	0.105535	0.104021	0.0757421	0.178476	0.0311094	0.0242159	0.0285432	0.0565089	0.0304315	0.0100022	0.0191375	0.0622148	0.0429156	0.0293308	0.071287	0.0301135	0.07585	0.00834399	0.0309187	0.0369249	0.0338319	0.046965	0.0265606	0.0454953	3.17216
513	1	-15811.3	-15824.2	12.9173	0.118477	0.0837454	0.092308	0.0941916	0.11393	0.0813675	0.117867	0.082275	0.0983981	0.153348	0.104674	0.0995742	0.0965874	0.101108	0.125012	0.11411	0.132103	0.113548	0.099636	0.0921394	0.0968076	0.0990295	0.171972	0.0189599	0.0208726	0.0410701	0.0406995	0.0228066	0.014592	0.0322638	0.0485677	0.0658193	0.0374499	0.0422027	0.0296485	0.0508353	0.017502	0.0496543	0.0670638	0.0272302	0.054163	0.0168768	0.0166946	3.197182
514	0	-15801.1	-15813.9	12.8184	0.125036	0.094709	0.0934961	0.0890167	0.116633	0.0775417	0.110511	0.0717199	0.110178	0.166134	0.0936727	0.0859401	0.119877	0.108495	0.108879	0.104645	0.127659	0.12904	0.109212	0.0845796	0.077362	0.0734546	0.178283	0.0290303	0.0253003	0.0221028	0.047039	0.0342766	0.017365	0.0308219	0.0709186	0.0612174	0.0331457	0.0679898	0.0212434	0.0834617	0.016661	0.0282855	0.0233446	0.0335893	0.0436317	0.0323695	0.0292026	3.207072
515	1	-15796.7	-15809.6	12.8835	0.125089	0.116048	0.10834	0.109459	0.104716	0.0691649	0.138699	0.0887486	0.0863055	0.162109	0.0707937	0.0753239	0.100401	0.101253	0.0971809	0.140357	0.135072	0.110481	0.136501	0.0794792	0.0872435	0.069533	0.16216	0.031939	0.0328894	0.0415374	0.0311483	0.0335911	0.0348079	0.0297465	0.0357477	0.0716305	0.037129	0.0419547	0.0332094	0.0523608	0.0230643	0.0418336	0.0408384	0.0226757	0.0448374	0.0185493	0.0266117	3.20056
516	0	-15804.4	-15817.1	12.7388	0.117099	0.0981814	0.0842491	0.109247	0.111974	0.0899896	0.132009	0.0711951	0.10352	0.171989	0.0731106	0.0907813	0.119579	0.0895676	0.107014	0.10854	0.123689	0.105124	0.134232	0.0794701	0.0871926	0.0829924	0.147862	0.0325076	0.0189327	0.0241481	0.047039	0.0334175	0.0210589	0.0154063	0.0693619	0.0575826	0.0181668	0.0583031	0.0606697	0.0956704	0.0170157	0.0323492	0.0324635	0.0350272	0.0446341	0.0230745	0.0395945	3.215032
