Iteration	Replicate_ID	Posterior	Likelihood	Prior	br_lens[1]	br_lens[2]	br_lens[3]	br_lens[4]	br_lens[5]	br_lens[6]	br_lens[7]	br_lens[8]	br_lens[9]	br_lens[10]	br_lens[11]	br_lens[12]	br_lens[13]	br_lens[14]	br_lens[15]	br_lens[16]	br_lens[17]	br_lens[18]	br_lens[19]	br_lens[20]	br_lens[21]	br_lens[22]	br_lens[23]	br_lens[24]	br_lens[25]	br_lens[26]	br_lens[27]	br_lens[28]	br_lens[29]	br_lens[30]	br_lens[31]	br_lens[32]	br_lens[33]	br_lens[34]	br_lens[35]	br_lens[36]	br_lens[37]	br_lens[38]	br_lens[39]	br_lens[40]	br_lens[41]	br_lens[42]	br_lens[43]	TL
3722	0	-15806.9	-15818.8	11.9186	0.13801	0.0917361	0.116953	0.097133	0.101987	0.0875402	0.155712	0.0919764	0.0923212	0.183559	0.0669217	0.0916234	0.122927	0.115012	0.101961	0.139878	0.124835	0.147013	0.133505	0.0725428	0.076143	0.0725887	0.171088	0.0427303	0.0275276	0.0306915	0.0451203	0.0414283	0.0197355	0.0141325	0.0415805	0.0408172	0.0289473	0.0321962	0.0337243	0.0824194	0.0240649	0.0347484	0.0224096	0.0374181	0.0375522	0.0289696	0.0378683	3.297047
3723	1	-15803.8	-15817.3	13.4878	0.12813	0.0842858	0.0967456	0.100738	0.0966497	0.0741159	0.107296	0.0842222	0.0960837	0.191066	0.086391	0.079449	0.101638	0.0982256	0.113087	0.144063	0.129316	0.11047	0.1183	0.0858414	0.0816727	0.0873043	0.15873	0.0265114	0.0260357	0.0393528	0.0202476	0.0133409	0.0182934	0.0350037	0.0360825	0.0823413	0.04106	0.0466003	0.0239377	0.041201	0.0500893	0.0426078	0.0541145	0.0210111	0.0223613	0.0214344	0.0246847	3.140133
3724	0	-15803.7	-15815.7	12.0566	0.137886	0.101845	0.0929229	0.102602	0.126666	0.0880268	0.127765	0.0734116	0.0888166	0.173169	0.0917554	0.0694934	0.106642	0.0964372	0.105548	0.148446	0.115133	0.119341	0.157163	0.0709806	0.0939885	0.084527	0.16847	0.0406901	0.0271023	0.0306915	0.0525408	0.0283216	0.0333365	0.0255469	0.0525194	0.0465233	0.0296457	0.0428134	0.0337243	0.0777782	0.021082	0.0614157	0.0188669	0.0307352	0.0539541	0.0176714	0.0172549	3.28325
3725	1	-15804.2	-15817	12.8312	0.120082	0.105724	0.0966356	0.0925489	0.127902	0.08879	0.0991982	0.0927688	0.0924994	0.165939	0.0833153	0.107025	0.0836153	0.0991248	0.105413	0.119364	0.132083	0.120264	0.144803	0.0860851	0.0818081	0.094342	0.164026	0.037583	0.0260357	0.0427394	0.0225463	0.0168055	0.0231782	0.0276794	0.0348871	0.0701498	0.0397308	0.0348151	0.00874829	0.0361727	0.0360633	0.0628562	0.0401732	0.0174813	0.0475117	0.0382185	0.0390592	3.20579
3726	0	-15805.3	-15817.7	12.3464	0.136374	0.101462	0.0949269	0.121316	0.10994	0.0583244	0.123768	0.0623143	0.0858306	0.158226	0.0913747	0.102363	0.106211	0.103279	0.104258	0.131226	0.132614	0.120149	0.138095	0.0677432	0.0879125	0.0843239	0.179908	0.0355755	0.0254502	0.0306915	0.0445731	0.0519054	0.0149008	0.0133201	0.0712256	0.0465233	0.0159304	0.0429548	0.0407807	0.0919432	0.0251378	0.0349028	0.0226101	0.0443925	0.0401868	0.025799	0.0335279	3.25427
3727	1	-15813.1	-15826.5	13.3931	0.129228	0.0930697	0.101273	0.108919	0.098368	0.0751221	0.138572	0.0688911	0.0953171	0.157145	0.081316	0.087387	0.0882503	0.0999402	0.0926371	0.135642	0.099469	0.0982193	0.105355	0.0817256	0.105708	0.0848373	0.163205	0.0331459	0.0189155	0.0506649	0.0277305	0.0565172	0.0397994	0.0389767	0.0348871	0.0716099	0.0466299	0.0372754	0.0106581	0.0550786	0.0350941	0.0310887	0.0607845	0.016747	0.0354011	0.0288896	0.030108	3.149599
3728	0	-15810.1	-15824.1	13.9375	0.128692	0.117532	0.0949269	0.105326	0.0858243	0.0818893	0.119092	0.0623143	0.100446	0.151658	0.0867401	0.0842582	0.105938	0.10255	0.133058	0.129838	0.120297	0.130857	0.104419	0.0642945	0.0892797	0.0839342	0.155995	0.0345547	0.0101529	0.0204485	0.0337201	0.0324762	0.0135233	0.0164889	0.057311	0.0472884	0.0242238	0.0477539	0.0299317	0.080543	0.0271066	0.0277374	0.0310371	0.0293552	0.0410113	0.0228086	0.0285227	3.095155
3729	1	-15811.8	-15824.7	12.89	0.122929	0.120858	0.0909708	0.0971548	0.09936	0.085583	0.113477	0.0937784	0.104061	0.147541	0.0690496	0.0947924	0.119227	0.0943785	0.11992	0.159079	0.11843	0.111348	0.116018	0.0751035	0.0773492	0.0911043	0.143339	0.0408635	0.0234245	0.0521255	0.0548555	0.0216033	0.0180703	0.0404057	0.0339025	0.0541338	0.0407954	0.045773	0.0155684	0.0454344	0.030823	0.0495366	0.0481342	0.0275926	0.0408277	0.0378293	0.013359	3.19991
3730	0	-15808.1	-15821.3	13.2045	0.133359	0.108788	0.101947	0.0996908	0.105204	0.0869549	0.112006	0.080406	0.0972691	0.14246	0.0628736	0.0693512	0.0894049	0.0992479	0.0842397	0.149427	0.137985	0.136131	0.127363	0.0730513	0.0796976	0.0801258	0.195323	0.0258722	0.0309988	0.0218216	0.0463141	0.0396385	0.0152488	0.0241647	0.0489005	0.0348874	0.0387259	0.0448858	0.0293998	0.0845141	0.035496	0.0513056	0.0232561	0.0376681	0.0363056	0.0156595	0.0310917	3.168461
3731	1	-15803	-15815.8	12.8611	0.127516	0.0981228	0.0969361	0.10952	0.121309	0.0842327	0.1496	0.0869761	0.074451	0.159151	0.0807364	0.081851	0.0753741	0.118754	0.102328	0.156428	0.134494	0.104956	0.127504	0.0771003	0.0911375	0.0933155	0.148766	0.0405483	0.024688	0.0498909	0.0226976	0.0158612	0.0269789	0.0239065	0.0393401	0.10003	0.0382667	0.0442934	0.0149372	0.0468732	0.027589	0.0409915	0.0415218	0.0134045	0.0429921	0.0182035	0.0292203	3.202795
3732	0	-15804.7	-15817.5	12.8102	0.147998	0.100488	0.0967064	0.133243	0.106276	0.0755573	0.107751	0.074908	0.0897709	0.150639	0.0827933	0.091372	0.0947835	0.107868	0.100241	0.149186	0.132691	0.106882	0.111671	0.0701612	0.0749855	0.105861	0.174644	0.0344213	0.0329755	0.0302774	0.0334786	0.0495863	0.0256275	0.0224976	0.0371391	0.044597	0.0361528	0.0484094	0.0370672	0.0785402	0.0385305	0.0420498	0.0180603	0.0293121	0.0349587	0.0228461	0.0248832	3.207888
3733	1	-15804.2	-15816.9	12.7113	0.132722	0.0912242	0.0861769	0.0973468	0.121532	0.0882085	0.137779	0.0873078	0.0869414	0.150219	0.0794471	0.088491	0.086687	0.116715	0.113767	0.142574	0.125537	0.101954	0.106682	0.0755582	0.0881779	0.0879964	0.143464	0.0455083	0.0222184	0.0640829	0.0223603	0.0130722	0.0223596	0.0433838	0.0332368	0.083012	0.0452431	0.0411449	0.0197555	0.0547021	0.0574807	0.0429871	0.0394779	0.0234963	0.040601	0.0276626	0.0394883	3.217783
3734	0	-15807.9	-15819.9	11.9413	0.128714	0.106917	0.108929	0.0963507	0.11942	0.0788049	0.111327	0.0729556	0.096603	0.150639	0.0897809	0.108132	0.0990975	0.0992382	0.0904112	0.118308	0.140647	0.133954	0.135079	0.0705723	0.0898097	0.0776166	0.159034	0.0349992	0.039929	0.0347063	0.0422061	0.0416244	0.00816019	0.0267333	0.0549565	0.0490779	0.0271369	0.0553533	0.0265084	0.0737254	0.0461479	0.0552205	0.0286833	0.0476335	0.0512278	0.0353266	0.0330798	3.294778
3735	1	-15801.8	-15813.8	11.9981	0.128218	0.0925485	0.107088	0.116037	0.094387	0.09622	0.117773	0.0867262	0.114836	0.162442	0.0801827	0.0971899	0.112858	0.110459	0.0956473	0.137953	0.134687	0.11662	0.122619	0.0826355	0.101404	0.0732304	0.181153	0.0363429	0.0271096	0.038397	0.0344534	0.013545	0.0257951	0.0284262	0.0318292	0.0810482	0.0449059	0.0433643	0.0281716	0.0303993	0.0291287	0.0557675	0.0503012	0.0218215	0.0552315	0.0182645	0.0318776	3.289095
3736	0	-15802.8	-15815.5	12.6936	0.122125	0.108908	0.0960216	0.11063	0.133	0.0749861	0.125133	0.0752931	0.0956566	0.159496	0.0812674	0.0731114	0.097731	0.0966186	0.11739	0.135919	0.126235	0.108782	0.113551	0.0769816	0.102174	0.0956064	0.182025	0.0393852	0.0170063	0.0300698	0.0477617	0.0407425	0.0324017	0.00984599	0.0619123	0.0483423	0.0356071	0.0446052	0.0127621	0.089538	0.0310196	0.0266292	0.014034	0.0450615	0.0266291	0.0211745	0.0363761	3.219546
3737	1	-15796.5	-15809.1	12.6401	0.124235	0.101983	0.093084	0.115219	0.119779	0.098502	0.121631	0.0698597	0.0851096	0.15905	0.082815	0.0875553	0.105592	0.0947618	0.110518	0.145661	0.147551	0.0984836	0.133684	0.0769722	0.0988627	0.0887361	0.166769	0.0340431	0.0182298	0.0487279	0.0272025	0.0191935	0.029976	0.0222114	0.024952	0.0750602	0.0521693	0.0411902	0.0183279	0.0472768	0.026534	0.0515427	0.05089	0.0158718	0.0407747	0.0327271	0.0215795	3.224894
3738	0	-15803.7	-15817	13.334	0.132915	0.0942117	0.100602	0.0934267	0.120284	0.0696188	0.105228	0.0867622	0.0913831	0.165134	0.0901845	0.0673848	0.0935247	0.102194	0.115052	0.127128	0.0970842	0.106808	0.122575	0.0622559	0.0841656	0.0822958	0.184339	0.0163021	0.0256614	0.0261262	0.0495737	0.0569185	0.0171315	0.0374782	0.0639786	0.0462453	0.029112	0.05401	0.032743	0.0906685	0.0177748	0.0360037	0.0291376	0.0272819	0.0445972	0.0267219	0.0334896	3.155511
3739	1	-15801.1	-15813.9	12.8304	0.102508	0.112718	0.112577	0.0907834	0.102012	0.0815068	0.116008	0.0853372	0.11782	0.156362	0.0739479	0.0987549	0.102021	0.0952681	0.100593	0.134264	0.125904	0.0956766	0.111739	0.0790981	0.0727363	0.0942714	0.174259	0.0413787	0.0248748	0.045622	0.0327004	0.0287104	0.0238812	0.044649	0.0220323	0.0858834	0.0358601	0.0489056	0.0227486	0.0530635	0.0332136	0.0501241	0.0376483	0.0251916	0.0519321	0.0382086	0.0230736	3.205868
3740	0	-15804.5	-15817.7	13.1974	0.120952	0.0834285	0.108679	0.127498	0.119346	0.0789259	0.142442	0.0748062	0.100303	0.182022	0.0759432	0.0902053	0.080953	0.102819	0.104424	0.125107	0.111671	0.103551	0.123875	0.0729721	0.0958122	0.099341	0.13106	0.0284724	0.0120945	0.0280381	0.0385704	0.0374297	0.0403619	0.0244119	0.0648153	0.0374413	0.0263425	0.0578398	0.0394216	0.0856511	0.0210331	0.0274871	0.0200145	0.03109	0.0443065	0.0272273	0.0209849	3.169169
3741	1	-15799.6	-15812.5	12.8931	0.110381	0.0924045	0.101966	0.104683	0.0981509	0.0849347	0.113328	0.0745266	0.116175	0.153133	0.0672192	0.0775235	0.0829247	0.0878228	0.11107	0.132423	0.130902	0.118723	0.130449	0.0677699	0.0895522	0.0971595	0.15545	0.0298069	0.0315201	0.0489702	0.0337078	0.0236388	0.0343581	0.0295875	0.0273827	0.073169	0.0364328	0.0489313	0.0257308	0.0485053	0.044778	0.0618573	0.0460838	0.0343778	0.0512617	0.0425225	0.0283036	3.199598
3742	0	-15805.2	-15817.2	12.0721	0.139135	0.104854	0.081867	0.116995	0.119346	0.0833949	0.129087	0.0983104	0.115247	0.168811	0.0749219	0.103028	0.0888921	0.0947117	0.136377	0.111035	0.143796	0.0865432	0.124148	0.0863691	0.108949	0.0834779	0.155749	0.0411685	0.0189687	0.035234	0.0474296	0.0418332	0.0155952	0.0240499	0.054974	0.0545064	0.027644	0.0402858	0.0313912	0.0833425	0.0306595	0.0226217	0.0244915	0.032146	0.044421	0.0223161	0.0335725	3.281698
3743	1	-15800.5	-15813.4	12.9127	0.11838	0.105789	0.0887234	0.11921	0.0990962	0.0873756	0.12595	0.0853992	0.083483	0.157948	0.0743489	0.0755383	0.111446	0.100258	0.100718	0.126276	0.129242	0.119533	0.124631	0.0734139	0.0952926	0.090505	0.168409	0.0510625	0.0353829	0.0440415	0.0267583	0.0234492	0.0295148	0.0357191	0.0318449	0.0824183	0.0513879	0.022947	0.00924833	0.0416342	0.0201487	0.0681474	0.041814	0.0265059	0.0443752	0.0283441	0.0219259	3.197636
3744	0	-15802.2	-15814.8	12.6473	0.12627	0.111812	0.0955306	0.0858413	0.121568	0.0914143	0.134755	0.0788305	0.127233	0.168811	0.0601908	0.0738678	0.106892	0.114609	0.117928	0.10587	0.128873	0.120047	0.115739	0.0823169	0.0911864	0.0769713	0.157738	0.0282257	0.0269782	0.0425412	0.0473309	0.0414441	0.029345	0.0192459	0.0602207	0.0435911	0.0304177	0.0488567	0.0224077	0.0721031	0.0272177	0.0390364	0.0135628	0.0330644	0.0447796	0.0223324	0.0371795	3.224176
3745	1	-15806	-15818.8	12.796	0.10351	0.10132	0.0998163	0.0985996	0.140037	0.0873756	0.140972	0.106114	0.0916402	0.157312	0.0704053	0.0821441	0.122623	0.097602	0.102078	0.119364	0.119216	0.100132	0.11012	0.0815032	0.0853159	0.0861716	0.160296	0.0223451	0.0292508	0.0480989	0.0407718	0.0226576	0.0221408	0.0188386	0.0384847	0.0763929	0.0420631	0.0370308	0.0249594	0.0414573	0.0372044	0.0540913	0.0514433	0.0428633	0.0361273	0.02011	0.0393127	3.209312
3746	0	-15797.5	-15810.1	12.6876	0.131091	0.104529	0.116384	0.12436	0.108089	0.0848164	0.140571	0.0676251	0.0951594	0.180788	0.0686238	0.089927	0.10257	0.0978765	0.116852	0.09898	0.125695	0.103579	0.119725	0.0664944	0.105029	0.101895	0.162719	0.0282257	0.0242465	0.0281181	0.0473309	0.0386679	0.0170897	0.0146255	0.0536392	0.0449439	0.0276151	0.0517985	0.0311424	0.068802	0.0274007	0.0318133	0.0189013	0.0349298	0.0414179	0.0356831	0.0403808	3.220151
3747	1	-15802.8	-15815.6	12.8457	0.129849	0.095146	0.101659	0.0958336	0.111019	0.0876054	0.104499	0.0710478	0.101335	0.158821	0.0811263	0.0817379	0.10892	0.0946472	0.114945	0.144915	0.114128	0.101353	0.124638	0.0836003	0.0996524	0.0815328	0.162351	0.0380649	0.0390007	0.0421028	0.0426539	0.0279553	0.0293814	0.0397294	0.0205749	0.0742487	0.0357975	0.0324581	0.02218	0.0502194	0.0411589	0.0614447	0.0577874	0.0302934	0.0338605	0.0193077	0.0157569	3.204337
3748	0	-15802.6	-15815.4	12.7988	0.105042	0.107471	0.112198	0.108398	0.112068	0.0814561	0.143122	0.0760609	0.0939338	0.181975	0.0771993	0.0919838	0.104037	0.0882585	0.102218	0.135973	0.128198	0.111021	0.127559	0.095748	0.103515	0.0926966	0.152273	0.029315	0.01548	0.0326878	0.0391152	0.0499117	0.0174324	0.0175504	0.0506403	0.0391989	0.0285801	0.0441292	0.0187535	0.0840821	0.0283202	0.0374042	0.0340792	0.0217914	0.0325694	0.0285214	0.0270582	3.209027
3749	1	-15799.4	-15812.2	12.8396	0.141616	0.0878451	0.0873438	0.103513	0.13582	0.0837078	0.129311	0.0710478	0.107696	0.157108	0.0740555	0.092649	0.102881	0.07996	0.128903	0.126467	0.111236	0.108776	0.13443	0.07279	0.0863388	0.0859412	0.164074	0.032106	0.0369468	0.0530518	0.0342305	0.029457	0.0240876	0.0298975	0.0451124	0.0694674	0.0342118	0.0212952	0.0203647	0.0427972	0.0218466	0.0483234	0.0606468	0.0294189	0.0481567	0.0235067	0.0265129	3.204949
3750	0	-15797.2	-15810.1	12.8838	0.112676	0.0910007	0.0902749	0.0931572	0.106613	0.0846974	0.139051	0.0886093	0.103932	0.167881	0.0661191	0.10053	0.0971466	0.0936671	0.113553	0.11349	0.140547	0.111021	0.135137	0.0654779	0.0914425	0.0829278	0.172239	0.0233291	0.0235269	0.0438063	0.0484049	0.0529059	0.0205962	0.0273687	0.0580543	0.0392835	0.0326151	0.0340103	0.0285197	0.0786124	0.0299371	0.0332972	0.0272535	0.0371344	0.0447865	0.0214951	0.0343987	3.200526
3751	1	-15797.3	-15810.6	13.309	0.117282	0.0939197	0.0844363	0.119551	0.116817	0.0873896	0.135785	0.0964276	0.0984906	0.144332	0.082048	0.0955564	0.103861	0.0966745	0.104439	0.124285	0.123823	0.10648	0.113605	0.0752671	0.0904835	0.0760731	0.164229	0.0255958	0.0262106	0.0495693	0.0266383	0.0262922	0.0174602	0.0332924	0.0215524	0.065001	0.0398965	0.0418707	0.0389184	0.0416409	0.0258126	0.0387903	0.053408	0.0346919	0.0499781	0.0278682	0.0222614	3.158005
3752	0	-15803.2	-15816.2	12.9896	0.125183	0.116687	0.0946764	0.105007	0.137681	0.0720832	0.106705	0.0937212	0.0949745	0.142733	0.104575	0.0763715	0.0946742	0.088372	0.10461	0.136458	0.118851	0.108693	0.130821	0.0710651	0.0759203	0.0889679	0.170822	0.0421809	0.026512	0.0356377	0.0608532	0.0376525	0.0175311	0.038642	0.0533312	0.0479199	0.0204097	0.0427213	0.0201065	0.0674561	0.0274895	0.0332972	0.0240687	0.0282204	0.0426441	0.0259724	0.0376468	3.189947
3753	1	-15798.5	-15811.4	12.9026	0.128611	0.0936773	0.100273	0.0900975	0.116918	0.0663663	0.140914	0.0732741	0.0999784	0.185961	0.0975797	0.0718199	0.101658	0.0818204	0.109003	0.150507	0.136068	0.101631	0.107818	0.0763638	0.0915126	0.0889089	0.164073	0.0272664	0.034405	0.0445235	0.0245831	0.0235987	0.0257725	0.031798	0.0439908	0.0663058	0.0311177	0.0335152	0.0214906	0.0426147	0.0312763	0.0449676	0.0630064	0.0346919	0.0419131	0.0259528	0.0310265	3.198649
3754	0	-15805.7	-15817.4	11.672	0.129662	0.0885612	0.0946764	0.110408	0.133592	0.0744509	0.117047	0.0787103	0.108943	0.187265	0.0851783	0.0784523	0.0946742	0.07831	0.133236	0.140807	0.139913	0.102703	0.122767	0.0854434	0.0850102	0.100106	0.207085	0.0429648	0.0234917	0.033419	0.0426154	0.0263756	0.0191479	0.0324685	0.0555638	0.0471137	0.0319335	0.0527219	0.0207198	0.0927253	0.0150589	0.0326329	0.0271881	0.0274687	0.0520837	0.0310349	0.0379774	3.321706
3755	1	-15803	-15815	11.9185	0.129917	0.133292	0.10252	0.116886	0.103063	0.0861568	0.146617	0.0790519	0.0922957	0.168614	0.091707	0.086783	0.0839657	0.0902297	0.137893	0.115946	0.122485	0.131117	0.118133	0.0776789	0.10168	0.0745782	0.155722	0.0340928	0.0266747	0.0373294	0.028886	0.0256758	0.0257725	0.0385834	0.024788	0.0578386	0.0303515	0.0370143	0.0307573	0.0565258	0.0328516	0.0471001	0.0659638	0.0307783	0.0499615	0.0388045	0.0309745	3.297058
3756	0	-15811.2	-15823.2	11.9665	0.132807	0.107071	0.105049	0.109916	0.104587	0.0735409	0.153245	0.0860924	0.110018	0.164913	0.105676	0.0649026	0.106104	0.0923275	0.116633	0.136662	0.138494	0.1194	0.126233	0.0805807	0.0965903	0.0832549	0.151113	0.0178185	0.0150094	0.015405	0.0565827	0.0630643	0.0216318	0.0199158	0.0546061	0.0406683	0.0280432	0.0563808	0.0250246	0.0967525	0.0255255	0.0273462	0.0154951	0.0442609	0.0403815	0.0198641	0.0432692	3.292255
3757	1	-15799	-15811.5	12.5143	0.122425	0.109455	0.0988041	0.0967062	0.118063	0.0814926	0.139761	0.0833064	0.0843151	0.170901	0.0762769	0.086783	0.108944	0.0986021	0.12242	0.125809	0.147568	0.117303	0.112793	0.0875162	0.071927	0.0928342	0.145264	0.0338539	0.0194443	0.0439816	0.0228768	0.0130801	0.0322734	0.0329025	0.0234377	0.0751636	0.0454466	0.0420757	0.0166614	0.0639624	0.0400404	0.0477934	0.0538586	0.0322786	0.0406867	0.0280357	0.0303492	3.237473
3758	0	-15816.5	-15828.3	11.786	0.15918	0.106383	0.0990445	0.100749	0.132743	0.0664883	0.101345	0.0787147	0.104655	0.17891	0.0645797	0.0940978	0.132287	0.097473	0.11622	0.119316	0.130688	0.131099	0.106727	0.0885435	0.0735475	0.0659103	0.193945	0.0235053	0.0242308	0.0308528	0.063802	0.0608836	0.034202	0.027084	0.065576	0.0521039	0.0367701	0.0403381	0.0364912	0.0822275	0.0272326	0.0321933	0.0089605	0.0292853	0.0421509	0.0207161	0.0290529	3.310304
3759	1	-15809	-15821.7	12.628	0.114726	0.084533	0.088996	0.108692	0.122812	0.0925332	0.117763	0.0636527	0.0947482	0.168842	0.0850793	0.086783	0.108944	0.0757256	0.109368	0.114865	0.137403	0.123143	0.108108	0.0756564	0.0885046	0.0922786	0.185338	0.055999	0.0265128	0.0380052	0.0268693	0.0205347	0.0369524	0.0219572	0.0346078	0.0775191	0.035544	0.0281973	0.0452779	0.0489993	0.0498502	0.0530422	0.0595628	0.0230374	0.0572309	0.0175769	0.0203406	3.226112
3760	0	-15804.9	-15817.2	12.3456	0.130921	0.0994786	0.104018	0.101694	0.0953683	0.0916287	0.121017	0.0690813	0.122267	0.155306	0.0646401	0.0742611	0.0896129	0.119459	0.107412	0.140438	0.118199	0.128917	0.149882	0.0710188	0.0933186	0.0898862	0.165421	0.0376611	0.0319041	0.0333579	0.0509086	0.0378132	0.0200285	0.0206827	0.0491421	0.0693826	0.013041	0.0515582	0.0386564	0.077582	0.0262899	0.0326464	0.0142821	0.0411605	0.0359922	0.0247778	0.0442371	3.254352
3761	1	-15801.7	-15814	12.2966	0.129536	0.118353	0.103984	0.0992593	0.119801	0.0766257	0.117868	0.0755728	0.103742	0.168842	0.086976	0.0686025	0.101802	0.0792881	0.104237	0.135851	0.122888	0.140732	0.126202	0.0664169	0.0828616	0.068786	0.177363	0.043262	0.0289168	0.066702	0.0381683	0.00781607	0.0304785	0.0307206	0.0385192	0.0936917	0.0457178	0.0393881	0.0142359	0.041021	0.0321876	0.0602177	0.0561481	0.0211628	0.0326799	0.0285714	0.0340498	3.259245
3762	0	-15804	-15817.3	13.3106	0.132574	0.102501	0.0929498	0.104767	0.126881	0.0772922	0.10992	0.0757203	0.102445	0.141017	0.0832455	0.0723482	0.108533	0.0921902	0.0986994	0.131846	0.109297	0.110306	0.129318	0.0800712	0.094872	0.0641922	0.180271	0.0427023	0.017013	0.0419002	0.03831	0.0310131	0.0512854	0.0253508	0.0593666	0.0396347	0.0179374	0.0367808	0.0313582	0.0801001	0.0361823	0.0277409	0.0210467	0.0345071	0.0532498	0.0236296	0.02748	3.157845
3763	1	-15805.2	-15818.8	13.5709	0.111148	0.096182	0.0759596	0.0967633	0.103542	0.0857274	0.111599	0.0814857	0.10756	0.168842	0.0885434	0.0812856	0.0916675	0.100853	0.0924568	0.121586	0.129277	0.121949	0.140877	0.0728232	0.0950398	0.0689019	0.169795	0.0376339	0.0163624	0.0440584	0.0549891	0.0111156	0.0274242	0.0288324	0.0366401	0.0775396	0.0414604	0.0352263	0.0142359	0.060746	0.0390806	0.0454484	0.0458493	0.0142496	0.0343092	0.023739	0.0290089	3.131813
3764	0	-15808.6	-15821.5	12.8809	0.116166	0.10297	0.0930715	0.0834168	0.116901	0.0951922	0.127353	0.0811745	0.090355	0.154111	0.0703097	0.0825666	0.0897224	0.0917066	0.136024	0.145221	0.108357	0.12995	0.13066	0.0801388	0.0834179	0.077566	0.157327	0.0213251	0.0268395	0.0442806	0.064282	0.0425051	0.0178028	0.043378	0.0367825	0.0470041	0.0337971	0.0502314	0.0274736	0.075002	0.0279142	0.0356112	0.0339225	0.0467836	0.0317543	0.0258908	0.0245589	3.200815
3765	1	-15810.2	-15822.8	12.5578	0.103066	0.110987	0.0985305	0.102282	0.111245	0.0947499	0.122225	0.0862941	0.103014	0.197769	0.0788893	0.101642	0.104493	0.095813	0.101125	0.139714	0.114855	0.126208	0.120776	0.0674977	0.121201	0.0822601	0.169795	0.0303108	0.0209521	0.0636034	0.0222641	0.0200985	0.0165454	0.0315686	0.0436787	0.0819843	0.0268616	0.0486437	0.00709886	0.0384335	0.0249718	0.0313216	0.0442176	0.0191672	0.0406227	0.031031	0.0353199	3.233126
3766	0	-15800.6	-15812.7	12.1146	0.137426	0.0991741	0.117462	0.096591	0.12746	0.0746384	0.137417	0.0730205	0.119495	0.177976	0.092065	0.0955966	0.101889	0.0917066	0.116284	0.125517	0.113074	0.119296	0.108012	0.0781946	0.102265	0.0631696	0.175083	0.0302205	0.0265447	0.0356244	0.0601408	0.0289153	0.0281765	0.0146489	0.0490071	0.0469699	0.0236273	0.0476329	0.0428841	0.0745415	0.0242734	0.0261628	0.0322902	0.0377867	0.0455078	0.0245331	0.0351468	3.277446
3767	1	-15799.4	-15812.2	12.792	0.0938605	0.10092	0.0955211	0.113414	0.0969591	0.0846456	0.122225	0.0781488	0.0961171	0.164859	0.0816807	0.0917686	0.087237	0.0972818	0.102844	0.118836	0.152718	0.113847	0.132506	0.0758676	0.0835094	0.0884947	0.156994	0.0368357	0.0532385	0.0579451	0.0343538	0.0200985	0.0241972	0.0330048	0.0356384	0.0744371	0.0304618	0.0452366	0.0197258	0.051431	0.0180107	0.0526445	0.0610769	0.0243856	0.051566	0.0207858	0.0343822	3.209711
3768	0	-15799	-15811	11.9173	0.148783	0.0961891	0.107427	0.113304	0.110773	0.0798871	0.127378	0.0836839	0.0984853	0.156725	0.0832471	0.0891055	0.103368	0.097876	0.112892	0.139089	0.119663	0.140545	0.125105	0.0834898	0.109448	0.0800951	0.147374	0.0301644	0.0386373	0.0292837	0.046747	0.0332572	0.0225391	0.0246113	0.0444851	0.0511429	0.0281201	0.0517887	0.0366297	0.07602	0.0284607	0.0354195	0.0109026	0.0386106	0.0377458	0.0244038	0.0542795	3.297181
3769	1	-15808	-15820.7	12.6421	0.108482	0.124772	0.116578	0.119995	0.117833	0.103539	0.114357	0.0808128	0.0960587	0.15605	0.076467	0.0619543	0.0883738	0.0924624	0.106989	0.121469	0.119755	0.14175	0.131854	0.0690316	0.0922349	0.0773388	0.170849	0.0348442	0.0387121	0.0529518	0.0391788	0.0165949	0.0412406	0.033613	0.0303358	0.0533255	0.0278015	0.0334005	0.0234512	0.0468014	0.0242367	0.0417346	0.0652942	0.0251698	0.0537173	0.0347812	0.018512	3.224702
3770	0	-15801.8	-15813.6	11.792	0.143035	0.108257	0.103651	0.113252	0.106839	0.0831912	0.141153	0.0756056	0.090383	0.180317	0.0782717	0.0835505	0.107427	0.111056	0.11021	0.129011	0.149872	0.0956783	0.114692	0.094482	0.102563	0.0798162	0.160817	0.0299544	0.0175578	0.0326749	0.0561472	0.0350247	0.0264293	0.0147748	0.0500613	0.0490756	0.0273644	0.0491256	0.0357665	0.097279	0.0287501	0.026815	0.00980988	0.049909	0.0396779	0.0244162	0.0459663	3.30971
3771	1	-15799.1	-15812.3	13.2392	0.119496	0.0997128	0.0952849	0.116039	0.0966294	0.0794178	0.120257	0.102784	0.0905292	0.156112	0.0673387	0.0847845	0.080552	0.100709	0.114096	0.136134	0.121813	0.104551	0.120165	0.0867101	0.0787105	0.086423	0.149078	0.0401661	0.029462	0.0394462	0.0335818	0.0289949	0.0285774	0.0384462	0.0286164	0.0730069	0.0240063	0.0385844	0.030586	0.0402849	0.0258212	0.0477963	0.0561976	0.0431558	0.0601743	0.0308648	0.0198912	3.164987
